po_id,tracking_number,carrier,delivery_date,planned_lead_days,actual_lead_days,is_late,delay_days,has_defect,inspection_status,status
PO56379,TRK-42161602,Kuehne+Nagel,2023-07-19,24,41,True,17,False,Passed Inspection,Delivered
PO56380,TRK-58743625,DHL Express,2024-11-07,26,37,True,11,False,Passed Inspection,Delivered
PO56381,TRK-14214761,Blue Dart Cargo,2025-09-27,30,42,True,12,False,Passed Inspection,Delivered
PO56382,TRK-12392892,Maersk Line,2025-01-02,10,7,False,0,False,Passed Inspection,Delivered
PO56383,TRK-29082306,Kuehne+Nagel,2023-10-12,36,33,False,0,False,Passed Inspection,Delivered
PO56384,TRK-28430197,Maersk Line,2023-06-10,22,19,False,0,False,Passed Inspection,Delivered
PO56385,TRK-47687142,Kuehne+Nagel,2024-06-12,33,33,False,0,False,Passed Inspection,Delivered
PO56386,TRK-60249642,Blue Dart Cargo,2024-06-04,4,3,False,0,False,Passed Inspection,Delivered
PO56387,TRK-80953459,Blue Dart Cargo,2024-01-27,7,5,False,0,False,Passed Inspection,Delivered
PO56388,TRK-12611843,DHL Express,2023-06-02,35,33,False,0,False,Passed Inspection,Delivered
PO56389,TRK-54446561,Maersk Line,2023-05-21,13,11,False,0,False,Passed Inspection,Delivered
PO56390,TRK-84526833,FedEx Supply Chain,2024-08-15,16,13,False,0,False,Passed Inspection,Delivered
PO56391,TRK-22768623,Kuehne+Nagel,2025-11-27,30,27,False,0,False,Passed Inspection,Delivered
PO56392,TRK-83010963,DB Schenker Logistics,2024-11-14,24,29,True,5,False,Passed Inspection,Delivered
PO56393,TRK-27430801,DHL Express,2024-05-14,20,20,False,0,False,Passed Inspection,Delivered
PO56394,TRK-98106669,FedEx Supply Chain,2025-11-05,21,20,False,0,False,Passed Inspection,Delivered
PO56395,TRK-46567130,Kuehne+Nagel,2025-02-11,19,17,False,0,False,Passed Inspection,Delivered
PO56396,TRK-23692305,DB Schenker Logistics,2025-03-31,35,34,False,0,False,Passed Inspection,Delivered
PO56397,TRK-86282000,DB Schenker Logistics,2024-09-24,4,3,False,0,False,Passed Inspection,Delivered
PO56398,TRK-14098323,DHL Express,2025-05-11,29,26,False,0,False,Passed Inspection,Delivered
PO56399,TRK-82239625,FedEx Supply Chain,2024-07-09,9,6,False,0,False,Passed Inspection,Delivered
PO56400,TRK-28846330,DHL Express,2024-11-20,11,8,False,0,False,Passed Inspection,Delivered
PO56401,TRK-84153138,FedEx Supply Chain,2024-11-19,14,13,False,0,False,Passed Inspection,Delivered
PO56402,TRK-33259332,DB Schenker Logistics,2025-04-23,20,19,False,0,False,Passed Inspection,Delivered
PO56403,TRK-10994861,DB Schenker Logistics,2025-10-03,23,23,False,0,False,Passed Inspection,Delivered
PO56404,TRK-53471281,Blue Dart Cargo,2024-01-07,34,49,True,15,False,Passed Inspection,Delivered
PO56405,TRK-23371192,Blue Dart Cargo,2025-02-18,17,14,False,0,False,Passed Inspection,Delivered
PO56406,TRK-45056626,DB Schenker Logistics,2023-02-14,11,10,False,0,False,Passed Inspection,Delivered
PO56407,TRK-68206489,Blue Dart Cargo,2024-09-12,39,37,False,0,False,Passed Inspection,Delivered
PO56408,TRK-40140565,DB Schenker Logistics,2025-10-08,13,27,True,14,False,Passed Inspection,Delivered
PO56409,TRK-29132629,FedEx Supply Chain,2024-12-27,6,20,True,14,False,Passed Inspection,Delivered
PO56410,TRK-73080092,DB Schenker Logistics,2023-11-06,19,16,False,0,False,Passed Inspection,Delivered
PO56411,TRK-18354664,FedEx Supply Chain,2024-11-17,11,22,True,11,False,Passed Inspection,Delivered
PO56412,TRK-14544468,Blue Dart Cargo,2024-03-06,24,39,True,15,False,Passed Inspection,Delivered
PO56413,TRK-38039062,DB Schenker Logistics,2024-05-02,13,13,False,0,False,Passed Inspection,Delivered
PO56414,TRK-57393423,DHL Express,2023-09-26,10,19,True,9,True,Major Defect - Rejected,Delivered
PO56415,TRK-86145411,FedEx Supply Chain,2024-11-17,4,2,False,0,False,Passed Inspection,Delivered
PO56416,TRK-44233013,DHL Express,2023-08-23,18,17,False,0,False,Passed Inspection,Delivered
PO56417,TRK-49095322,DB Schenker Logistics,2024-05-19,21,19,False,0,False,Passed Inspection,Delivered
PO56418,TRK-47435136,Maersk Line,2025-11-23,11,29,True,18,False,Passed Inspection,Delivered
PO56419,TRK-36152003,DHL Express,2025-04-28,20,19,False,0,False,Passed Inspection,Delivered
PO56420,TRK-71514668,Kuehne+Nagel,2024-04-26,16,28,True,12,False,Passed Inspection,Delivered
PO56421,TRK-75436971,Maersk Line,2025-12-30,28,34,True,6,False,Passed Inspection,Delivered
PO56422,TRK-99260754,Maersk Line,2023-02-18,18,33,True,15,False,Passed Inspection,Delivered
PO56423,TRK-54648698,Maersk Line,2025-12-12,28,25,False,0,False,Passed Inspection,Delivered
PO56424,TRK-29634231,Kuehne+Nagel,2024-02-22,20,32,True,12,False,Passed Inspection,Delivered
PO56425,TRK-35240472,DHL Express,2025-07-24,28,37,True,9,True,Major Defect - Rejected,Delivered
PO56426,TRK-62914985,FedEx Supply Chain,2025-11-12,11,9,False,0,False,Passed Inspection,Delivered
PO56427,TRK-10463982,FedEx Supply Chain,2024-10-28,11,8,False,0,False,Passed Inspection,Delivered
PO56428,TRK-84744716,Kuehne+Nagel,2024-11-22,26,23,False,0,False,Passed Inspection,Delivered
PO56429,TRK-44629020,Blue Dart Cargo,2025-04-30,30,30,False,0,False,Passed Inspection,Delivered
PO56430,TRK-92882433,Maersk Line,2023-10-08,2,18,True,16,False,Passed Inspection,Delivered
PO56431,TRK-28696805,DB Schenker Logistics,2023-07-18,6,4,False,0,False,Passed Inspection,Delivered
PO56432,TRK-70443952,Blue Dart Cargo,2024-01-30,21,18,False,0,False,Passed Inspection,Delivered
PO56433,TRK-12286148,DHL Express,2024-07-03,28,25,False,0,False,Passed Inspection,Delivered
PO56434,TRK-73318556,Blue Dart Cargo,2025-04-11,4,18,True,14,False,Passed Inspection,Delivered
PO56435,TRK-53038858,Kuehne+Nagel,2023-10-21,14,12,False,0,True,Major Defect - Rejected,Delivered
PO56436,TRK-66348252,DB Schenker Logistics,2024-09-26,18,16,False,0,False,Passed Inspection,Delivered
PO56437,TRK-12554068,Kuehne+Nagel,2023-02-17,27,44,True,17,False,Passed Inspection,Delivered
PO56438,TRK-32192806,DHL Express,2023-03-02,27,27,False,0,False,Passed Inspection,Delivered
PO56439,TRK-58652454,DB Schenker Logistics,2026-01-10,35,47,True,12,False,Passed Inspection,In Transit
PO56440,TRK-74652941,DHL Express,2025-08-01,14,12,False,0,False,Passed Inspection,Delivered
PO56441,TRK-58200465,FedEx Supply Chain,2025-09-02,13,30,True,17,False,Passed Inspection,Delivered
PO56442,TRK-55374564,FedEx Supply Chain,2024-01-03,9,8,False,0,False,Passed Inspection,Delivered
PO56443,TRK-85509686,Kuehne+Nagel,2024-07-17,4,1,False,0,False,Passed Inspection,Delivered
PO56444,TRK-76398750,DB Schenker Logistics,2025-01-20,4,12,True,8,False,Passed Inspection,Delivered
PO56445,TRK-25680982,DB Schenker Logistics,2023-11-14,29,39,True,10,False,Passed Inspection,Delivered
PO56446,TRK-27533795,Kuehne+Nagel,2025-04-08,12,13,True,1,False,Passed Inspection,Delivered
PO56447,TRK-44613865,DB Schenker Logistics,2025-03-08,28,39,True,11,False,Passed Inspection,Delivered
PO56448,TRK-86920490,DHL Express,2024-04-15,24,25,True,1,False,Passed Inspection,Delivered
PO56449,TRK-38123914,DHL Express,2024-05-01,13,10,False,0,False,Passed Inspection,Delivered
PO56450,TRK-72787567,DHL Express,2024-01-03,25,31,True,6,False,Passed Inspection,Delivered
PO56451,TRK-35745882,Blue Dart Cargo,2025-07-04,18,36,True,18,False,Passed Inspection,Delivered
PO56452,TRK-23487375,Blue Dart Cargo,2025-12-31,7,15,True,8,False,Passed Inspection,Delivered
PO56453,TRK-96739676,FedEx Supply Chain,2026-01-28,23,29,True,6,False,Passed Inspection,In Transit
PO56454,TRK-75265591,Kuehne+Nagel,2025-05-10,16,16,False,0,False,Passed Inspection,Delivered
PO56455,TRK-53403326,Maersk Line,2024-01-21,3,3,False,0,False,Passed Inspection,Delivered
PO56456,TRK-21275754,FedEx Supply Chain,2025-05-17,14,12,False,0,False,Passed Inspection,Delivered
PO56457,TRK-61235973,Kuehne+Nagel,2023-10-07,13,12,False,0,False,Passed Inspection,Delivered
PO56458,TRK-26381880,Kuehne+Nagel,2025-10-09,29,31,True,2,False,Passed Inspection,Delivered
PO56459,TRK-61949636,Kuehne+Nagel,2023-11-14,23,25,True,2,False,Passed Inspection,Delivered
PO56460,TRK-80779751,Maersk Line,2024-04-01,18,15,False,0,False,Passed Inspection,Delivered
PO56461,TRK-71773226,Blue Dart Cargo,2023-05-16,36,33,False,0,False,Passed Inspection,Delivered
PO56462,TRK-56799962,FedEx Supply Chain,2023-04-14,9,14,True,5,False,Passed Inspection,Delivered
PO56463,TRK-54604553,DB Schenker Logistics,2024-03-20,14,13,False,0,True,Major Defect - Rejected,Delivered
PO56464,TRK-82527800,DHL Express,2024-08-29,4,4,False,0,False,Passed Inspection,Delivered
PO56465,TRK-68514740,FedEx Supply Chain,2023-02-03,14,14,False,0,False,Passed Inspection,Delivered
PO56466,TRK-97054306,FedEx Supply Chain,2025-08-12,16,28,True,12,False,Passed Inspection,Delivered
PO56467,TRK-54961591,Blue Dart Cargo,2023-06-26,38,51,True,13,False,Passed Inspection,Delivered
PO56468,TRK-55976962,Kuehne+Nagel,2026-02-07,20,40,True,20,False,Passed Inspection,In Transit
PO56469,TRK-57155789,Kuehne+Nagel,2023-11-18,25,24,False,0,False,Passed Inspection,Delivered
PO56470,TRK-87917190,Blue Dart Cargo,2024-03-02,11,11,False,0,False,Passed Inspection,Delivered
PO56471,TRK-12861658,DB Schenker Logistics,2023-08-02,38,38,False,0,False,Passed Inspection,Delivered
PO56472,TRK-28828905,DB Schenker Logistics,2025-06-22,3,1,False,0,False,Passed Inspection,Delivered
PO56473,TRK-90895650,DB Schenker Logistics,2025-04-20,21,39,True,18,False,Passed Inspection,Delivered
PO56474,TRK-29785350,Kuehne+Nagel,2023-04-06,11,9,False,0,False,Passed Inspection,Delivered
PO56475,TRK-66475035,DB Schenker Logistics,2023-05-27,31,31,False,0,False,Passed Inspection,Delivered
PO56476,TRK-87627748,DHL Express,2024-12-05,38,38,False,0,False,Passed Inspection,Delivered
PO56477,TRK-12943631,FedEx Supply Chain,2025-09-02,24,27,True,3,False,Passed Inspection,Delivered
PO56478,TRK-11072584,Kuehne+Nagel,2023-06-02,33,32,False,0,True,Major Defect - Rejected,Delivered
PO56479,TRK-31076985,FedEx Supply Chain,2023-09-03,3,3,False,0,False,Passed Inspection,Delivered
PO56480,TRK-33154430,Kuehne+Nagel,2024-09-29,23,40,True,17,False,Passed Inspection,Delivered
PO56481,TRK-59682221,Blue Dart Cargo,2023-05-28,24,29,True,5,False,Passed Inspection,Delivered
PO56482,TRK-96072402,DHL Express,2023-12-14,2,14,True,12,False,Passed Inspection,Delivered
PO56483,TRK-95672626,DB Schenker Logistics,2023-02-17,23,36,True,13,False,Passed Inspection,Delivered
PO56484,TRK-75627821,Blue Dart Cargo,2024-07-29,32,29,False,0,False,Passed Inspection,Delivered
PO56485,TRK-30598150,DB Schenker Logistics,2025-04-17,37,54,True,17,False,Passed Inspection,Delivered
PO56486,TRK-74758979,FedEx Supply Chain,2024-04-12,18,16,False,0,True,Minor Defect - Accepted,Delivered
PO56487,TRK-91141099,FedEx Supply Chain,2023-10-28,15,20,True,5,False,Passed Inspection,Delivered
PO56488,TRK-45888633,Maersk Line,2024-05-15,36,36,False,0,False,Passed Inspection,Delivered
PO56489,TRK-20263573,DB Schenker Logistics,2024-07-14,4,3,False,0,False,Passed Inspection,Delivered
PO56490,TRK-13480467,FedEx Supply Chain,2023-07-25,27,24,False,0,False,Passed Inspection,Delivered
PO56491,TRK-52548601,FedEx Supply Chain,2023-06-04,17,32,True,15,False,Passed Inspection,Delivered
PO56492,TRK-36225870,DHL Express,2023-08-17,12,29,True,17,False,Passed Inspection,Delivered
PO56493,TRK-44013370,DHL Express,2025-12-26,7,12,True,5,False,Passed Inspection,Delivered
PO56494,TRK-96538214,DHL Express,2025-03-27,27,25,False,0,False,Passed Inspection,Delivered
PO56495,TRK-53120205,FedEx Supply Chain,2023-06-26,28,39,True,11,False,Passed Inspection,Delivered
PO56496,TRK-11614805,DB Schenker Logistics,2023-12-31,31,35,True,4,False,Passed Inspection,Delivered
PO56497,TRK-54059648,DB Schenker Logistics,2024-04-22,12,26,True,14,False,Passed Inspection,Delivered
PO56498,TRK-45466860,Blue Dart Cargo,2023-08-22,36,35,False,0,False,Passed Inspection,Delivered
PO56499,TRK-76571125,Kuehne+Nagel,2025-08-31,23,41,True,18,False,Passed Inspection,Delivered
PO56500,TRK-23667057,Kuehne+Nagel,2025-11-22,24,27,True,3,False,Passed Inspection,Delivered
PO56501,TRK-31204836,DHL Express,2023-10-09,14,13,False,0,False,Passed Inspection,Delivered
PO56502,TRK-83768388,Maersk Line,2023-01-30,3,11,True,8,False,Passed Inspection,Delivered
PO56503,TRK-18853813,Kuehne+Nagel,2023-11-07,13,18,True,5,False,Passed Inspection,Delivered
PO56504,TRK-38855366,Kuehne+Nagel,2024-10-20,24,21,False,0,False,Passed Inspection,Delivered
PO56505,TRK-40293195,Maersk Line,2025-06-06,2,2,False,0,False,Passed Inspection,Delivered
PO56506,TRK-61890529,Blue Dart Cargo,2024-02-13,23,37,True,14,False,Passed Inspection,Delivered
PO56507,TRK-92330926,FedEx Supply Chain,2023-11-15,20,19,False,0,False,Passed Inspection,Delivered
PO56508,TRK-15452733,Kuehne+Nagel,2023-10-30,15,30,True,15,False,Passed Inspection,Delivered
PO56509,TRK-67575103,FedEx Supply Chain,2023-01-19,11,15,True,4,False,Passed Inspection,Delivered
PO56510,TRK-59308136,Maersk Line,2023-02-22,23,37,True,14,False,Passed Inspection,Delivered
PO56511,TRK-72389669,DB Schenker Logistics,2024-04-15,3,2,False,0,False,Passed Inspection,Delivered
PO56512,TRK-91727951,DHL Express,2024-12-02,15,25,True,10,False,Passed Inspection,Delivered
PO56513,TRK-34307092,DHL Express,2023-01-25,2,11,True,9,False,Passed Inspection,Delivered
PO56514,TRK-87528219,DHL Express,2023-09-15,33,38,True,5,False,Passed Inspection,Delivered
PO56515,TRK-36425818,Blue Dart Cargo,2025-10-07,4,14,True,10,False,Passed Inspection,Delivered
PO56516,TRK-36451831,DHL Express,2026-01-09,22,20,False,0,False,Passed Inspection,In Transit
PO56517,TRK-33408293,Maersk Line,2025-01-13,29,41,True,12,False,Passed Inspection,Delivered
PO56518,TRK-78851195,Blue Dart Cargo,2024-08-17,26,23,False,0,False,Passed Inspection,Delivered
PO56519,TRK-71754891,Kuehne+Nagel,2024-10-17,17,17,False,0,False,Passed Inspection,Delivered
PO56520,TRK-74462994,Blue Dart Cargo,2024-02-19,10,9,False,0,False,Passed Inspection,Delivered
PO56521,TRK-90337893,DHL Express,2023-08-24,15,15,False,0,False,Passed Inspection,Delivered
PO56522,TRK-94354339,Blue Dart Cargo,2024-03-02,18,15,False,0,False,Passed Inspection,Delivered
PO56523,TRK-60609021,DHL Express,2025-02-21,18,16,False,0,False,Passed Inspection,Delivered
PO56524,TRK-89107484,DB Schenker Logistics,2025-02-19,37,55,True,18,False,Passed Inspection,Delivered
PO56525,TRK-11224770,FedEx Supply Chain,2025-02-15,20,35,True,15,False,Passed Inspection,Delivered
PO56526,TRK-84345548,DB Schenker Logistics,2024-11-23,22,26,True,4,False,Passed Inspection,Delivered
PO56527,TRK-26165753,Kuehne+Nagel,2023-04-19,26,42,True,16,False,Passed Inspection,Delivered
PO56528,TRK-90943923,DB Schenker Logistics,2025-01-01,33,46,True,13,False,Passed Inspection,Delivered
PO56529,TRK-48539190,DB Schenker Logistics,2025-09-03,12,12,False,0,False,Passed Inspection,Delivered
PO56530,TRK-33409098,Blue Dart Cargo,2024-12-28,17,17,False,0,False,Passed Inspection,Delivered
PO56531,TRK-94895572,Maersk Line,2024-09-29,4,3,False,0,False,Passed Inspection,Delivered
PO56532,TRK-65272865,Blue Dart Cargo,2023-09-11,11,8,False,0,False,Passed Inspection,Delivered
PO56533,TRK-63634682,Maersk Line,2025-06-05,22,19,False,0,False,Passed Inspection,Delivered
PO56534,TRK-17482152,Kuehne+Nagel,2024-05-14,8,5,False,0,False,Passed Inspection,Delivered
PO56535,TRK-39560634,Blue Dart Cargo,2023-11-07,26,23,False,0,False,Passed Inspection,Delivered
PO56536,TRK-88470850,FedEx Supply Chain,2024-07-17,17,27,True,10,False,Passed Inspection,Delivered
PO56537,TRK-41418028,DB Schenker Logistics,2023-05-29,13,15,True,2,False,Passed Inspection,Delivered
PO56538,TRK-57568436,FedEx Supply Chain,2025-10-23,4,12,True,8,False,Passed Inspection,Delivered
PO56539,TRK-46018816,Blue Dart Cargo,2025-03-04,22,24,True,2,False,Passed Inspection,Delivered
PO56540,TRK-17551082,Maersk Line,2023-12-30,7,6,False,0,False,Passed Inspection,Delivered
PO56541,TRK-62089611,DHL Express,2025-06-01,14,13,False,0,False,Passed Inspection,Delivered
PO56542,TRK-68465412,FedEx Supply Chain,2023-03-12,14,11,False,0,False,Passed Inspection,Delivered
PO56543,TRK-66430642,Kuehne+Nagel,2024-03-13,15,15,False,0,False,Passed Inspection,Delivered
PO56544,TRK-78717862,Blue Dart Cargo,2025-01-04,5,21,True,16,False,Passed Inspection,Delivered
PO56545,TRK-67552904,Blue Dart Cargo,2023-03-18,36,51,True,15,False,Passed Inspection,Delivered
PO56546,TRK-28552433,Blue Dart Cargo,2025-02-24,11,9,False,0,False,Passed Inspection,Delivered
PO56547,TRK-74671134,DB Schenker Logistics,2025-07-29,28,45,True,17,False,Passed Inspection,Delivered
PO56548,TRK-35643040,DB Schenker Logistics,2024-10-24,13,12,False,0,False,Passed Inspection,Delivered
PO56549,TRK-53701424,DB Schenker Logistics,2023-09-02,19,19,False,0,False,Passed Inspection,Delivered
PO56550,TRK-35091014,Kuehne+Nagel,2025-05-15,33,45,True,12,False,Passed Inspection,Delivered
PO56551,TRK-79547548,Blue Dart Cargo,2024-01-27,21,20,False,0,False,Passed Inspection,Delivered
PO56552,TRK-14003202,Kuehne+Nagel,2025-03-25,12,9,False,0,False,Passed Inspection,Delivered
PO56553,TRK-22289800,FedEx Supply Chain,2024-12-28,28,40,True,12,False,Passed Inspection,Delivered
PO56554,TRK-65725802,DHL Express,2023-05-17,35,34,False,0,False,Passed Inspection,Delivered
PO56555,TRK-14906890,FedEx Supply Chain,2023-05-23,27,33,True,6,False,Passed Inspection,Delivered
PO56556,TRK-14887204,FedEx Supply Chain,2023-02-02,9,16,True,7,False,Passed Inspection,Delivered
PO56557,TRK-90836383,Blue Dart Cargo,2023-04-22,34,33,False,0,False,Passed Inspection,Delivered
PO56558,TRK-42295250,Blue Dart Cargo,2023-12-22,27,27,False,0,True,Major Defect - Rejected,Delivered
PO56559,TRK-80248559,FedEx Supply Chain,2023-03-04,27,34,True,7,False,Passed Inspection,Delivered
PO56560,TRK-87546246,Kuehne+Nagel,2025-11-14,21,21,False,0,False,Passed Inspection,Delivered
PO56561,TRK-81807006,Maersk Line,2025-10-20,23,20,False,0,False,Passed Inspection,Delivered
PO56562,TRK-57910736,Kuehne+Nagel,2023-08-04,27,26,False,0,False,Passed Inspection,Delivered
PO56563,TRK-92097913,FedEx Supply Chain,2024-01-17,23,41,True,18,False,Passed Inspection,Delivered
PO56564,TRK-94545584,FedEx Supply Chain,2025-04-08,19,16,False,0,False,Passed Inspection,Delivered
PO56565,TRK-19327439,Kuehne+Nagel,2025-02-09,30,47,True,17,False,Passed Inspection,Delivered
PO56566,TRK-82985203,FedEx Supply Chain,2024-11-12,34,45,True,11,False,Passed Inspection,Delivered
PO56567,TRK-41742804,FedEx Supply Chain,2026-01-15,18,27,True,9,False,Passed Inspection,In Transit
PO56568,TRK-54898552,Kuehne+Nagel,2024-11-29,11,9,False,0,False,Passed Inspection,Delivered
PO56569,TRK-82541963,DB Schenker Logistics,2025-01-21,18,18,False,0,False,Passed Inspection,Delivered
PO56570,TRK-97952405,DHL Express,2024-07-26,23,23,False,0,False,Passed Inspection,Delivered
PO56571,TRK-97992711,Blue Dart Cargo,2024-08-29,34,32,False,0,False,Passed Inspection,Delivered
PO56572,TRK-47251215,DHL Express,2023-12-07,25,22,False,0,False,Passed Inspection,Delivered
PO56573,TRK-51438969,DHL Express,2024-08-12,12,19,True,7,False,Passed Inspection,Delivered
PO56574,TRK-14071718,Kuehne+Nagel,2025-10-22,8,20,True,12,False,Passed Inspection,Delivered
PO56575,TRK-64649022,FedEx Supply Chain,2024-02-21,4,4,False,0,False,Passed Inspection,Delivered
PO56576,TRK-31661017,DB Schenker Logistics,2023-06-13,18,18,False,0,True,Major Defect - Rejected,Delivered
PO56577,TRK-75886941,Kuehne+Nagel,2024-10-30,13,12,False,0,False,Passed Inspection,Delivered
PO56578,TRK-83492140,DB Schenker Logistics,2025-05-21,15,12,False,0,False,Passed Inspection,Delivered
PO56579,TRK-65602208,Maersk Line,2025-12-23,25,38,True,13,False,Passed Inspection,Delivered
PO56580,TRK-18229415,Blue Dart Cargo,2024-09-17,24,32,True,8,False,Passed Inspection,Delivered
PO56581,TRK-97217952,DB Schenker Logistics,2025-06-08,28,27,False,0,False,Passed Inspection,Delivered
PO56582,TRK-56143932,Maersk Line,2023-11-09,25,38,True,13,False,Passed Inspection,Delivered
PO56583,TRK-73579315,Maersk Line,2024-04-28,5,19,True,14,True,Major Defect - Rejected,Delivered
PO56584,TRK-75532043,Kuehne+Nagel,2024-04-26,23,23,False,0,False,Passed Inspection,Delivered
PO56585,TRK-24662939,DB Schenker Logistics,2024-01-29,12,29,True,17,False,Passed Inspection,Delivered
PO56586,TRK-11024467,FedEx Supply Chain,2025-03-09,12,14,True,2,False,Passed Inspection,Delivered
PO56587,TRK-31297931,FedEx Supply Chain,2025-09-12,18,18,False,0,True,Minor Defect - Accepted,Delivered
PO56588,TRK-73428293,DB Schenker Logistics,2024-01-21,28,28,False,0,False,Passed Inspection,Delivered
PO56589,TRK-90516009,Blue Dart Cargo,2023-06-14,19,16,False,0,True,Minor Defect - Accepted,Delivered
PO56590,TRK-80031665,DB Schenker Logistics,2025-07-31,34,39,True,5,False,Passed Inspection,Delivered
PO56591,TRK-34479865,DB Schenker Logistics,2025-07-21,4,2,False,0,False,Passed Inspection,Delivered
PO56592,TRK-56247361,FedEx Supply Chain,2025-11-19,28,30,True,2,False,Passed Inspection,Delivered
PO56593,TRK-59418719,FedEx Supply Chain,2023-10-12,8,5,False,0,False,Passed Inspection,Delivered
PO56594,TRK-35367532,Kuehne+Nagel,2025-03-31,33,33,False,0,False,Passed Inspection,Delivered
PO56595,TRK-54330055,Maersk Line,2025-03-06,13,12,False,0,False,Passed Inspection,Delivered
PO56596,TRK-58606364,Maersk Line,2025-06-11,14,27,True,13,False,Passed Inspection,Delivered
PO56597,TRK-39379345,Blue Dart Cargo,2025-06-02,3,1,False,0,False,Passed Inspection,Delivered
PO56598,TRK-70665778,DB Schenker Logistics,2025-12-13,27,34,True,7,False,Passed Inspection,Delivered
PO56599,TRK-32785751,Kuehne+Nagel,2024-07-21,31,45,True,14,False,Passed Inspection,Delivered
PO56600,TRK-77179082,DHL Express,2023-03-26,3,1,False,0,False,Passed Inspection,Delivered
PO56601,TRK-38691639,DB Schenker Logistics,2023-08-06,10,7,False,0,False,Passed Inspection,Delivered
PO56602,TRK-45461557,FedEx Supply Chain,2025-09-18,24,21,False,0,False,Passed Inspection,Delivered
PO56603,TRK-40268340,Kuehne+Nagel,2025-08-19,21,36,True,15,False,Passed Inspection,Delivered
PO56604,TRK-20875000,Maersk Line,2023-01-23,12,10,False,0,False,Passed Inspection,Delivered
PO56605,TRK-60334514,Kuehne+Nagel,2024-03-15,38,37,False,0,False,Passed Inspection,Delivered
PO56606,TRK-76438396,Blue Dart Cargo,2023-10-23,27,27,False,0,False,Passed Inspection,Delivered
PO56607,TRK-93038877,Blue Dart Cargo,2024-01-05,21,18,False,0,False,Passed Inspection,Delivered
PO56608,TRK-97714949,FedEx Supply Chain,2025-01-12,24,43,True,19,False,Passed Inspection,Delivered
PO56609,TRK-50612014,Blue Dart Cargo,2024-07-18,7,6,False,0,False,Passed Inspection,Delivered
PO56610,TRK-82015139,FedEx Supply Chain,2024-06-30,21,20,False,0,False,Passed Inspection,Delivered
PO56611,TRK-25906620,Blue Dart Cargo,2024-05-09,18,18,False,0,False,Passed Inspection,Delivered
PO56612,TRK-53781639,DB Schenker Logistics,2024-12-28,13,25,True,12,False,Passed Inspection,Delivered
PO56613,TRK-94976501,FedEx Supply Chain,2025-02-09,8,23,True,15,False,Passed Inspection,Delivered
PO56614,TRK-95237360,Maersk Line,2023-03-01,12,12,False,0,False,Passed Inspection,Delivered
PO56615,TRK-49365514,Maersk Line,2023-06-15,15,15,False,0,False,Passed Inspection,Delivered
PO56616,TRK-12352554,FedEx Supply Chain,2024-02-03,20,25,True,5,False,Passed Inspection,Delivered
PO56617,TRK-20801564,FedEx Supply Chain,2024-05-12,22,20,False,0,False,Passed Inspection,Delivered
PO56618,TRK-11621049,Kuehne+Nagel,2026-01-24,13,29,True,16,False,Passed Inspection,In Transit
PO56619,TRK-43631154,DB Schenker Logistics,2025-10-11,23,38,True,15,False,Passed Inspection,Delivered
PO56620,TRK-94079961,Kuehne+Nagel,2025-01-17,26,37,True,11,False,Passed Inspection,Delivered
PO56621,TRK-74831115,Kuehne+Nagel,2023-03-08,28,27,False,0,False,Passed Inspection,Delivered
PO56622,TRK-96578028,DHL Express,2023-05-26,36,35,False,0,False,Passed Inspection,Delivered
PO56623,TRK-66256970,Kuehne+Nagel,2024-05-30,18,15,False,0,False,Passed Inspection,Delivered
PO56624,TRK-39257086,DB Schenker Logistics,2024-11-11,19,38,True,19,False,Passed Inspection,Delivered
PO56625,TRK-26800047,DB Schenker Logistics,2025-01-19,4,26,True,22,False,Passed Inspection,Delivered
PO56626,TRK-53912195,DHL Express,2023-06-25,21,20,False,0,False,Passed Inspection,Delivered
PO56627,TRK-62082498,DB Schenker Logistics,2025-09-04,7,5,False,0,False,Passed Inspection,Delivered
PO56628,TRK-58991731,FedEx Supply Chain,2024-07-14,7,20,True,13,False,Passed Inspection,Delivered
PO56629,TRK-57934596,Blue Dart Cargo,2024-11-07,27,26,False,0,False,Passed Inspection,Delivered
PO56630,TRK-56927897,FedEx Supply Chain,2023-03-18,33,33,False,0,False,Passed Inspection,Delivered
PO56631,TRK-21019048,DB Schenker Logistics,2025-07-25,27,34,True,7,False,Passed Inspection,Delivered
PO56632,TRK-84785691,Maersk Line,2024-08-31,15,14,False,0,False,Passed Inspection,Delivered
PO56633,TRK-67599737,Blue Dart Cargo,2023-09-11,13,10,False,0,False,Passed Inspection,Delivered
PO56634,TRK-97811389,FedEx Supply Chain,2024-01-14,20,29,True,9,False,Passed Inspection,Delivered
PO56635,TRK-71707312,Maersk Line,2024-02-07,18,16,False,0,False,Passed Inspection,Delivered
PO56636,TRK-33867898,FedEx Supply Chain,2023-03-09,24,38,True,14,True,Minor Defect - Accepted,Delivered
PO56637,TRK-11441395,Maersk Line,2025-11-16,6,19,True,13,False,Passed Inspection,Delivered
PO56638,TRK-26009537,DB Schenker Logistics,2025-06-24,14,26,True,12,False,Passed Inspection,Delivered
PO56639,TRK-44298574,Blue Dart Cargo,2025-10-03,21,36,True,15,False,Passed Inspection,Delivered
PO56640,TRK-91308868,Blue Dart Cargo,2024-02-05,16,13,False,0,False,Passed Inspection,Delivered
PO56641,TRK-36898769,FedEx Supply Chain,2024-10-11,24,39,True,15,False,Passed Inspection,Delivered
