po_id,tracking_number,carrier,delivery_date,planned_lead_days,actual_lead_days,is_late,delay_days,has_defect,inspection_status,status
PO56374,TRK-39136205,Kuehne+Nagel,2023-06-05,6,3,False,0,False,Passed Inspection,Delivered
PO56375,TRK-55970204,DHL Express,2024-03-29,38,36,False,0,False,Passed Inspection,Delivered
PO56376,TRK-91048731,Blue Dart Cargo,2024-05-16,5,23,True,18,False,Passed Inspection,Delivered
PO56377,TRK-88455530,Blue Dart Cargo,2025-08-02,12,9,False,0,False,Passed Inspection,Delivered
PO56378,TRK-66559992,Blue Dart Cargo,2025-02-18,13,13,False,0,False,Passed Inspection,Delivered
PO56379,TRK-64004972,Blue Dart Cargo,2023-07-02,24,24,False,0,False,Passed Inspection,Delivered
PO56380,TRK-88897053,DB Schenker Logistics,2024-10-15,16,14,False,0,False,Passed Inspection,Delivered
PO56381,TRK-61507284,Maersk Line,2025-09-05,20,20,False,0,False,Passed Inspection,Delivered
PO56382,TRK-40949838,Kuehne+Nagel,2025-01-15,20,20,False,0,False,Passed Inspection,Delivered
PO56383,TRK-86086227,Blue Dart Cargo,2023-10-05,26,26,False,0,False,Passed Inspection,Delivered
PO56384,TRK-23115963,DB Schenker Logistics,2023-06-24,22,33,True,11,False,Passed Inspection,Delivered
PO56385,TRK-42167123,Blue Dart Cargo,2024-06-12,33,33,False,0,False,Passed Inspection,Delivered
PO56386,TRK-64603314,DB Schenker Logistics,2024-06-04,4,3,False,0,False,Passed Inspection,Delivered
PO56387,TRK-92671231,DB Schenker Logistics,2024-02-08,17,17,False,0,False,Passed Inspection,Delivered
PO56388,TRK-18301819,Blue Dart Cargo,2023-06-01,35,32,False,0,False,Passed Inspection,Delivered
PO56389,TRK-18223350,Kuehne+Nagel,2023-06-20,23,41,True,18,False,Passed Inspection,Delivered
PO56390,TRK-92752840,DB Schenker Logistics,2024-08-18,16,16,False,0,False,Passed Inspection,Delivered
PO56391,TRK-60376714,DHL Express,2025-12-13,30,43,True,13,False,Passed Inspection,Delivered
PO56392,TRK-70066636,Blue Dart Cargo,2024-11-28,24,43,True,19,False,Passed Inspection,Delivered
PO56393,TRK-58953952,DHL Express,2024-05-03,10,9,False,0,False,Passed Inspection,Delivered
PO56394,TRK-97076327,Blue Dart Cargo,2025-10-24,11,8,False,0,False,Passed Inspection,Delivered
PO56395,TRK-45454905,DB Schenker Logistics,2025-02-10,19,16,False,0,False,Passed Inspection,Delivered
PO56396,TRK-90264404,Blue Dart Cargo,2025-03-20,25,23,False,0,False,Passed Inspection,Delivered
PO56397,TRK-60448011,Blue Dart Cargo,2024-10-05,14,14,False,0,True,Major Defect - Rejected,Delivered
PO56398,TRK-24110426,Kuehne+Nagel,2025-05-12,29,27,False,0,False,Passed Inspection,Delivered
PO56399,TRK-28578594,Kuehne+Nagel,2024-07-19,19,16,False,0,False,Passed Inspection,Delivered
PO56400,TRK-40552805,Kuehne+Nagel,2024-12-16,21,34,True,13,False,Passed Inspection,Delivered
PO56401,TRK-28262545,Blue Dart Cargo,2024-12-06,24,30,True,6,False,Passed Inspection,Delivered
PO56402,TRK-91618268,FedEx Supply Chain,2025-05-02,30,28,False,0,False,Passed Inspection,Delivered
PO56403,TRK-65433585,Blue Dart Cargo,2025-10-16,23,36,True,13,False,Passed Inspection,Delivered
PO56404,TRK-18859647,FedEx Supply Chain,2023-12-11,24,22,False,0,False,Passed Inspection,Delivered
PO56405,TRK-63032793,FedEx Supply Chain,2025-02-18,17,14,False,0,True,Major Defect - Rejected,Delivered
PO56406,TRK-74137935,FedEx Supply Chain,2023-02-25,21,21,False,0,True,Major Defect - Rejected,Delivered
PO56407,TRK-58820278,DB Schenker Logistics,2024-09-04,29,29,False,0,False,Passed Inspection,Delivered
PO56408,TRK-40289594,Maersk Line,2025-09-14,3,3,False,0,False,Passed Inspection,Delivered
PO56409,TRK-89232328,Blue Dart Cargo,2024-12-28,16,21,True,5,False,Passed Inspection,Delivered
PO56410,TRK-29527855,FedEx Supply Chain,2023-11-08,19,18,False,0,True,Minor Defect - Accepted,Delivered
PO56411,TRK-74987515,Blue Dart Cargo,2024-11-06,11,11,False,0,False,Passed Inspection,Delivered
PO56412,TRK-53372968,FedEx Supply Chain,2024-02-27,34,31,False,0,False,Passed Inspection,Delivered
PO56413,TRK-39389318,DB Schenker Logistics,2024-04-20,3,1,False,0,False,Passed Inspection,Delivered
PO56414,TRK-64626538,Maersk Line,2023-09-17,10,10,False,0,False,Passed Inspection,Delivered
PO56415,TRK-97425736,DHL Express,2024-12-21,14,36,True,22,False,Passed Inspection,Delivered
PO56416,TRK-71046085,FedEx Supply Chain,2023-08-25,8,19,True,11,False,Passed Inspection,Delivered
PO56417,TRK-71718403,FedEx Supply Chain,2024-05-10,11,10,False,0,False,Passed Inspection,Delivered
PO56418,TRK-61202610,DB Schenker Logistics,2025-11-03,11,9,False,0,False,Passed Inspection,Delivered
PO56419,TRK-65910104,Maersk Line,2025-04-17,10,8,False,0,False,Passed Inspection,Delivered
PO56420,TRK-99049120,DB Schenker Logistics,2024-04-12,16,14,False,0,False,Passed Inspection,Delivered
PO56421,TRK-57264981,DB Schenker Logistics,2026-01-18,38,53,True,15,False,Passed Inspection,In Transit
PO56422,TRK-16264231,DHL Express,2023-02-02,8,17,True,9,True,Major Defect - Rejected,Delivered
PO56423,TRK-52337659,DHL Express,2026-01-01,28,45,True,17,False,Passed Inspection,In Transit
PO56424,TRK-19170583,Kuehne+Nagel,2024-02-24,20,34,True,14,False,Passed Inspection,Delivered
PO56425,TRK-23129220,DB Schenker Logistics,2025-07-03,18,16,False,0,False,Passed Inspection,Delivered
PO56426,TRK-47546648,DHL Express,2025-11-23,11,20,True,9,False,Passed Inspection,Delivered
PO56427,TRK-53953291,DB Schenker Logistics,2024-10-29,11,9,False,0,False,Passed Inspection,Delivered
PO56428,TRK-54848872,FedEx Supply Chain,2024-11-22,26,23,False,0,False,Passed Inspection,Delivered
PO56429,TRK-91441527,Kuehne+Nagel,2025-05-01,20,31,True,11,True,Major Defect - Rejected,Delivered
PO56430,TRK-17017910,DHL Express,2023-09-21,2,1,False,0,False,Passed Inspection,Delivered
PO56431,TRK-79234036,Blue Dart Cargo,2023-07-29,6,15,True,9,False,Passed Inspection,Delivered
PO56432,TRK-96608137,FedEx Supply Chain,2024-02-04,11,23,True,12,False,Passed Inspection,Delivered
PO56433,TRK-80219027,DHL Express,2024-06-23,18,15,False,0,False,Passed Inspection,Delivered
PO56434,TRK-83732694,FedEx Supply Chain,2025-03-31,4,7,True,3,False,Passed Inspection,Delivered
PO56435,TRK-38810963,Maersk Line,2023-10-14,4,5,True,1,False,Passed Inspection,Delivered
PO56436,TRK-88340459,DHL Express,2024-09-26,18,16,False,0,False,Passed Inspection,Delivered
PO56437,TRK-89102642,FedEx Supply Chain,2023-01-28,27,24,False,0,False,Passed Inspection,Delivered
PO56438,TRK-79395601,Blue Dart Cargo,2023-03-02,27,27,False,0,False,Passed Inspection,Delivered
PO56439,TRK-61246683,DB Schenker Logistics,2026-01-02,25,39,True,14,False,Passed Inspection,In Transit
PO56440,TRK-30143431,Maersk Line,2025-08-17,14,28,True,14,False,Passed Inspection,Delivered
PO56441,TRK-79867165,DB Schenker Logistics,2025-08-20,3,17,True,14,False,Passed Inspection,Delivered
PO56442,TRK-63531907,Blue Dart Cargo,2024-01-14,19,19,False,0,False,Passed Inspection,Delivered
PO56443,TRK-75850539,DHL Express,2024-07-20,4,4,False,0,False,Passed Inspection,Delivered
PO56444,TRK-58537658,DHL Express,2025-01-09,4,1,False,0,False,Passed Inspection,Delivered
PO56445,TRK-97509695,DHL Express,2023-11-12,29,37,True,8,False,Passed Inspection,Delivered
PO56446,TRK-49055185,Kuehne+Nagel,2025-04-07,12,12,False,0,False,Passed Inspection,Delivered
PO56447,TRK-85754312,FedEx Supply Chain,2025-03-08,28,39,True,11,False,Passed Inspection,Delivered
PO56448,TRK-72468212,DHL Express,2024-04-14,24,24,False,0,False,Passed Inspection,Delivered
PO56449,TRK-68495128,Kuehne+Nagel,2024-05-02,13,11,False,0,False,Passed Inspection,Delivered
PO56450,TRK-22042142,Kuehne+Nagel,2024-01-09,15,37,True,22,False,Passed Inspection,Delivered
PO56451,TRK-34965894,Maersk Line,2025-07-04,18,36,True,18,False,Passed Inspection,Delivered
PO56452,TRK-92876181,Blue Dart Cargo,2025-12-20,7,4,False,0,False,Passed Inspection,Delivered
PO56453,TRK-36730173,DHL Express,2026-02-06,23,38,True,15,False,Passed Inspection,In Transit
PO56454,TRK-92047423,DHL Express,2025-04-28,6,4,False,0,False,Passed Inspection,Delivered
PO56455,TRK-46086572,DHL Express,2024-01-20,3,2,False,0,False,Passed Inspection,Delivered
PO56456,TRK-21195974,DHL Express,2025-05-19,14,14,False,0,False,Passed Inspection,Delivered
PO56457,TRK-84088975,FedEx Supply Chain,2023-10-08,13,13,False,0,False,Passed Inspection,Delivered
PO56458,TRK-44428865,Blue Dart Cargo,2025-09-27,19,19,False,0,False,Passed Inspection,Delivered
PO56459,TRK-93540061,DB Schenker Logistics,2023-11-16,23,27,True,4,False,Passed Inspection,Delivered
PO56460,TRK-69466156,Maersk Line,2024-04-13,18,27,True,9,False,Passed Inspection,Delivered
PO56461,TRK-45504094,Blue Dart Cargo,2023-05-19,26,36,True,10,False,Passed Inspection,Delivered
PO56462,TRK-52357260,DHL Express,2023-04-07,9,7,False,0,False,Passed Inspection,Delivered
PO56463,TRK-13099674,Maersk Line,2024-03-09,4,2,False,0,False,Passed Inspection,Delivered
PO56464,TRK-39238282,Maersk Line,2024-08-26,4,1,False,0,False,Passed Inspection,Delivered
PO56465,TRK-62869024,DB Schenker Logistics,2023-02-03,14,14,False,0,False,Passed Inspection,Delivered
PO56466,TRK-78782726,DHL Express,2025-07-28,16,13,False,0,False,Passed Inspection,Delivered
PO56467,TRK-89297574,DB Schenker Logistics,2023-06-03,28,28,False,0,False,Passed Inspection,Delivered
PO56468,TRK-11321110,DHL Express,2026-01-18,10,20,True,10,False,Passed Inspection,In Transit
PO56469,TRK-12341593,Kuehne+Nagel,2023-11-09,15,15,False,0,False,Passed Inspection,Delivered
PO56470,TRK-75001040,Maersk Line,2024-03-25,21,34,True,13,False,Passed Inspection,Delivered
PO56471,TRK-30404126,DB Schenker Logistics,2023-07-30,28,35,True,7,False,Passed Inspection,Delivered
PO56472,TRK-82725971,Kuehne+Nagel,2025-06-23,3,2,False,0,False,Passed Inspection,Delivered
PO56473,TRK-27279339,Blue Dart Cargo,2025-04-01,21,20,False,0,False,Passed Inspection,Delivered
PO56474,TRK-60378178,Blue Dart Cargo,2023-04-19,21,22,True,1,False,Passed Inspection,Delivered
PO56475,TRK-76929546,Kuehne+Nagel,2023-05-23,21,27,True,6,False,Passed Inspection,Delivered
PO56476,TRK-51758025,FedEx Supply Chain,2024-11-23,28,26,False,0,False,Passed Inspection,Delivered
PO56477,TRK-65858055,FedEx Supply Chain,2025-08-17,14,11,False,0,False,Passed Inspection,Delivered
PO56478,TRK-38195464,DB Schenker Logistics,2023-06-08,23,38,True,15,True,Major Defect - Rejected,Delivered
PO56479,TRK-99473857,Blue Dart Cargo,2023-09-10,13,10,False,0,True,Major Defect - Rejected,Delivered
PO56480,TRK-16403227,FedEx Supply Chain,2024-09-22,23,33,True,10,False,Passed Inspection,Delivered
PO56481,TRK-51291212,Blue Dart Cargo,2023-06-07,24,39,True,15,False,Passed Inspection,Delivered
PO56482,TRK-69112860,Blue Dart Cargo,2023-12-12,2,12,True,10,False,Passed Inspection,Delivered
PO56483,TRK-62246960,Maersk Line,2023-02-03,23,22,False,0,False,Passed Inspection,Delivered
PO56484,TRK-40910955,Maersk Line,2024-08-21,32,52,True,20,False,Passed Inspection,Delivered
PO56485,TRK-32597365,Blue Dart Cargo,2025-03-20,27,26,False,0,False,Passed Inspection,Delivered
PO56486,TRK-78502123,DB Schenker Logistics,2024-04-01,8,5,False,0,False,Passed Inspection,Delivered
PO56487,TRK-52477336,FedEx Supply Chain,2023-10-28,15,20,True,5,False,Passed Inspection,Delivered
PO56488,TRK-69879047,Kuehne+Nagel,2024-05-14,36,35,False,0,False,Passed Inspection,Delivered
PO56489,TRK-33345876,Blue Dart Cargo,2024-07-14,4,3,False,0,False,Passed Inspection,Delivered
PO56490,TRK-67441473,DHL Express,2023-08-04,17,34,True,17,False,Passed Inspection,Delivered
PO56491,TRK-13107737,DHL Express,2023-05-17,17,14,False,0,False,Passed Inspection,Delivered
PO56492,TRK-93243326,DHL Express,2023-07-30,2,11,True,9,False,Passed Inspection,Delivered
PO56493,TRK-34261563,DB Schenker Logistics,2025-12-19,7,5,False,0,False,Passed Inspection,Delivered
PO56494,TRK-64424136,DHL Express,2025-03-28,27,26,False,0,False,Passed Inspection,Delivered
PO56495,TRK-63388457,DB Schenker Logistics,2023-06-05,18,18,False,0,False,Passed Inspection,Delivered
PO56496,TRK-12759803,DHL Express,2023-12-29,21,33,True,12,False,Passed Inspection,Delivered
PO56497,TRK-85495369,DHL Express,2024-04-18,22,22,False,0,False,Passed Inspection,Delivered
PO56498,TRK-85901527,Maersk Line,2023-08-22,36,35,False,0,False,Passed Inspection,Delivered
PO56499,TRK-41803178,FedEx Supply Chain,2025-08-13,23,23,False,0,False,Passed Inspection,Delivered
PO56500,TRK-43550779,DHL Express,2025-11-19,24,24,False,0,False,Passed Inspection,Delivered
PO56501,TRK-73036088,DHL Express,2023-10-24,14,28,True,14,False,Passed Inspection,Delivered
PO56502,TRK-93029473,Maersk Line,2023-01-20,3,1,False,0,False,Passed Inspection,Delivered
PO56503,TRK-81144661,Blue Dart Cargo,2023-10-31,13,11,False,0,False,Passed Inspection,Delivered
PO56504,TRK-60969580,DHL Express,2024-11-10,24,42,True,18,False,Passed Inspection,Delivered
PO56505,TRK-39990227,Kuehne+Nagel,2025-06-05,2,1,False,0,False,Passed Inspection,Delivered
PO56506,TRK-90418386,Kuehne+Nagel,2024-02-09,33,33,False,0,True,Major Defect - Rejected,Delivered
PO56507,TRK-10814373,DB Schenker Logistics,2023-12-09,30,43,True,13,True,Major Defect - Rejected,Delivered
PO56508,TRK-76053658,DB Schenker Logistics,2023-10-14,15,14,False,0,False,Passed Inspection,Delivered
PO56509,TRK-42530557,DB Schenker Logistics,2023-02-01,21,28,True,7,False,Passed Inspection,Delivered
PO56510,TRK-62853252,DHL Express,2023-02-06,23,21,False,0,False,Passed Inspection,Delivered
PO56511,TRK-41983065,Kuehne+Nagel,2024-04-25,13,12,False,0,False,Passed Inspection,Delivered
PO56512,TRK-72256963,Maersk Line,2024-11-19,15,12,False,0,False,Passed Inspection,Delivered
PO56513,TRK-50379073,DB Schenker Logistics,2023-01-15,2,1,False,0,False,Passed Inspection,Delivered
PO56514,TRK-79608258,Kuehne+Nagel,2023-09-10,23,33,True,10,False,Passed Inspection,Delivered
PO56515,TRK-71573999,Maersk Line,2025-10-16,4,23,True,19,False,Passed Inspection,Delivered
PO56516,TRK-92355916,FedEx Supply Chain,2026-01-10,12,21,True,9,False,Passed Inspection,In Transit
PO56517,TRK-63114468,DB Schenker Logistics,2025-01-01,29,29,False,0,False,Passed Inspection,Delivered
PO56518,TRK-19732964,DB Schenker Logistics,2024-08-09,16,15,False,0,False,Passed Inspection,Delivered
PO56519,TRK-99227400,Blue Dart Cargo,2024-10-27,27,27,False,0,False,Passed Inspection,Delivered
PO56520,TRK-60166967,FedEx Supply Chain,2024-03-20,20,39,True,19,False,Passed Inspection,Delivered
PO56521,TRK-95148866,Blue Dart Cargo,2023-09-01,25,23,False,0,False,Passed Inspection,Delivered
PO56522,TRK-98408742,Maersk Line,2024-03-04,18,17,False,0,False,Passed Inspection,Delivered
PO56523,TRK-13112779,Maersk Line,2025-02-15,8,10,True,2,False,Passed Inspection,Delivered
PO56524,TRK-55232268,DB Schenker Logistics,2025-02-09,27,45,True,18,False,Passed Inspection,Delivered
PO56525,TRK-69498290,Blue Dart Cargo,2025-01-18,10,7,False,0,False,Passed Inspection,Delivered
PO56526,TRK-83856550,Blue Dart Cargo,2024-11-18,22,21,False,0,False,Passed Inspection,Delivered
PO56527,TRK-85651559,Maersk Line,2023-04-04,26,27,True,1,False,Passed Inspection,Delivered
PO56528,TRK-13128658,DB Schenker Logistics,2024-12-18,23,32,True,9,False,Passed Inspection,Delivered
PO56529,TRK-98796669,Kuehne+Nagel,2025-09-18,12,27,True,15,False,Passed Inspection,Delivered
PO56530,TRK-29153894,FedEx Supply Chain,2025-01-27,27,47,True,20,False,Passed Inspection,Delivered
PO56531,TRK-90516796,DHL Express,2024-10-07,14,11,False,0,False,Passed Inspection,Delivered
PO56532,TRK-75439607,Maersk Line,2023-09-14,11,11,False,0,False,Passed Inspection,Delivered
PO56533,TRK-21445853,DB Schenker Logistics,2025-06-08,22,22,False,0,False,Passed Inspection,Delivered
PO56534,TRK-36001643,DHL Express,2024-05-17,8,8,False,0,False,Passed Inspection,Delivered
PO56535,TRK-43996359,DB Schenker Logistics,2023-11-17,36,33,False,0,False,Passed Inspection,Delivered
PO56536,TRK-78372568,Blue Dart Cargo,2024-07-06,17,16,False,0,False,Passed Inspection,Delivered
PO56537,TRK-85814353,Blue Dart Cargo,2023-05-15,3,1,False,0,False,Passed Inspection,Delivered
PO56538,TRK-20814280,FedEx Supply Chain,2025-10-13,4,2,False,0,False,Passed Inspection,Delivered
PO56539,TRK-70238690,DB Schenker Logistics,2025-03-02,22,22,False,0,False,Passed Inspection,Delivered
PO56540,TRK-56855272,FedEx Supply Chain,2023-12-31,7,7,False,0,False,Passed Inspection,Delivered
PO56541,TRK-18829064,DB Schenker Logistics,2025-05-30,4,11,True,7,False,Passed Inspection,Delivered
PO56542,TRK-66644312,FedEx Supply Chain,2023-03-22,4,21,True,17,False,Passed Inspection,Delivered
PO56543,TRK-21683781,Maersk Line,2024-03-21,25,23,False,0,False,Passed Inspection,Delivered
PO56544,TRK-81878005,DHL Express,2025-01-05,5,22,True,17,False,Passed Inspection,Delivered
PO56545,TRK-55892334,DHL Express,2023-03-07,26,40,True,14,False,Passed Inspection,Delivered
PO56546,TRK-23367525,Kuehne+Nagel,2025-02-24,11,9,False,0,False,Passed Inspection,Delivered
PO56547,TRK-98027683,Maersk Line,2025-06-29,18,15,False,0,False,Passed Inspection,Delivered
PO56548,TRK-88028234,DB Schenker Logistics,2024-11-06,13,25,True,12,False,Passed Inspection,Delivered
PO56549,TRK-95359811,Maersk Line,2023-09-09,29,26,False,0,False,Passed Inspection,Delivered
PO56550,TRK-10586023,Maersk Line,2025-05-12,23,42,True,19,False,Passed Inspection,Delivered
PO56551,TRK-40839833,Kuehne+Nagel,2024-02-12,31,36,True,5,False,Passed Inspection,Delivered
PO56552,TRK-20239173,Kuehne+Nagel,2025-03-28,12,12,False,0,False,Passed Inspection,Delivered
PO56553,TRK-63263721,Maersk Line,2024-12-26,28,38,True,10,True,Minor Defect - Accepted,Delivered
PO56554,TRK-60418571,FedEx Supply Chain,2023-05-16,35,33,False,0,False,Passed Inspection,Delivered
PO56555,TRK-51431645,DB Schenker Logistics,2023-06-15,37,56,True,19,False,Passed Inspection,Delivered
PO56556,TRK-46128469,Kuehne+Nagel,2023-02-03,9,17,True,8,False,Passed Inspection,Delivered
PO56557,TRK-74105412,DHL Express,2023-04-13,24,24,False,0,False,Passed Inspection,Delivered
PO56558,TRK-41852701,Blue Dart Cargo,2023-12-10,17,15,False,0,True,Major Defect - Rejected,Delivered
PO56559,TRK-48229017,Kuehne+Nagel,2023-03-08,27,38,True,11,False,Passed Inspection,Delivered
PO56560,TRK-70968217,FedEx Supply Chain,2025-11-21,21,28,True,7,False,Passed Inspection,Delivered
PO56561,TRK-46393057,DHL Express,2025-10-20,23,20,False,0,False,Passed Inspection,Delivered
PO56562,TRK-34843530,FedEx Supply Chain,2023-08-22,37,44,True,7,False,Passed Inspection,Delivered
PO56563,TRK-82276655,DHL Express,2023-12-27,23,20,False,0,False,Passed Inspection,Delivered
PO56564,TRK-34868347,FedEx Supply Chain,2025-05-08,29,46,True,17,False,Passed Inspection,Delivered
PO56565,TRK-29076170,Maersk Line,2025-02-01,30,39,True,9,False,Passed Inspection,Delivered
PO56566,TRK-92307374,Maersk Line,2024-10-20,24,22,False,0,False,Passed Inspection,Delivered
PO56567,TRK-14255824,DB Schenker Logistics,2026-01-13,18,25,True,7,False,Passed Inspection,In Transit
PO56568,TRK-82889631,Maersk Line,2024-12-22,11,32,True,21,False,Passed Inspection,Delivered
PO56569,TRK-96963384,FedEx Supply Chain,2025-01-08,8,5,False,0,False,Passed Inspection,Delivered
PO56570,TRK-72997038,Blue Dart Cargo,2024-07-25,23,22,False,0,False,Passed Inspection,Delivered
PO56571,TRK-82002268,Kuehne+Nagel,2024-09-07,24,41,True,17,False,Passed Inspection,Delivered
PO56572,TRK-82810011,Blue Dart Cargo,2023-12-19,35,34,False,0,False,Passed Inspection,Delivered
PO56573,TRK-89089771,FedEx Supply Chain,2024-08-05,12,12,False,0,False,Passed Inspection,Delivered
PO56574,TRK-94014949,Blue Dart Cargo,2025-10-26,8,24,True,16,False,Passed Inspection,Delivered
PO56575,TRK-33784630,Maersk Line,2024-03-02,14,14,False,0,False,Passed Inspection,Delivered
PO56576,TRK-66903563,DB Schenker Logistics,2023-06-14,18,19,True,1,False,Passed Inspection,Delivered
PO56577,TRK-36104177,Blue Dart Cargo,2024-10-21,3,3,False,0,False,Passed Inspection,Delivered
PO56578,TRK-20018164,DB Schenker Logistics,2025-05-29,15,20,True,5,False,Passed Inspection,Delivered
PO56579,TRK-98430944,Blue Dart Cargo,2025-12-07,15,22,True,7,False,Passed Inspection,Delivered
PO56580,TRK-91206787,FedEx Supply Chain,2024-08-30,14,14,False,0,False,Passed Inspection,Delivered
PO56581,TRK-29315990,Kuehne+Nagel,2025-07-02,38,51,True,13,False,Passed Inspection,Delivered
PO56582,TRK-95949104,FedEx Supply Chain,2023-10-14,15,12,False,0,False,Passed Inspection,Delivered
PO56583,TRK-85314225,Kuehne+Nagel,2024-04-21,15,12,False,0,False,Passed Inspection,Delivered
PO56584,TRK-91539183,FedEx Supply Chain,2024-05-05,23,32,True,9,True,Major Defect - Rejected,Delivered
PO56585,TRK-17365381,DHL Express,2024-01-27,12,27,True,15,False,Passed Inspection,Delivered
PO56586,TRK-63367775,DB Schenker Logistics,2025-03-17,22,22,False,0,False,Passed Inspection,Delivered
PO56587,TRK-35582947,Kuehne+Nagel,2025-10-07,28,43,True,15,False,Passed Inspection,Delivered
PO56588,TRK-11810543,Kuehne+Nagel,2024-01-09,18,16,False,0,False,Passed Inspection,Delivered
PO56589,TRK-71452460,Kuehne+Nagel,2023-07-04,29,36,True,7,False,Passed Inspection,Delivered
PO56590,TRK-51795956,Maersk Line,2025-07-27,24,35,True,11,False,Passed Inspection,Delivered
PO56591,TRK-61035114,Blue Dart Cargo,2025-07-31,14,12,False,0,True,Minor Defect - Accepted,Delivered
PO56592,TRK-45170116,DHL Express,2025-11-26,38,37,False,0,False,Passed Inspection,Delivered
PO56593,TRK-51276691,Maersk Line,2023-10-13,8,6,False,0,False,Passed Inspection,Delivered
PO56594,TRK-92533291,Maersk Line,2025-03-20,23,22,False,0,False,Passed Inspection,Delivered
PO56595,TRK-62039993,DHL Express,2025-03-19,23,25,True,2,False,Passed Inspection,Delivered
PO56596,TRK-65935669,DHL Express,2025-06-08,24,24,False,0,False,Passed Inspection,Delivered
PO56597,TRK-86875576,Maersk Line,2025-06-04,3,3,False,0,False,Passed Inspection,Delivered
PO56598,TRK-44196062,DB Schenker Logistics,2025-12-15,37,36,False,0,False,Passed Inspection,Delivered
PO56599,TRK-60027636,Kuehne+Nagel,2024-07-25,31,49,True,18,False,Passed Inspection,Delivered
PO56600,TRK-37105519,FedEx Supply Chain,2023-03-26,3,1,False,0,False,Passed Inspection,Delivered
PO56601,TRK-62479367,Blue Dart Cargo,2023-09-01,20,33,True,13,False,Passed Inspection,Delivered
PO56602,TRK-94049593,FedEx Supply Chain,2025-09-11,14,14,False,0,False,Passed Inspection,Delivered
PO56603,TRK-27724474,Blue Dart Cargo,2025-08-05,11,22,True,11,False,Passed Inspection,Delivered
PO56604,TRK-55921317,DB Schenker Logistics,2023-02-03,12,21,True,9,False,Passed Inspection,Delivered
PO56605,TRK-69284796,Kuehne+Nagel,2024-03-17,28,39,True,11,False,Passed Inspection,Delivered
PO56606,TRK-80259421,DB Schenker Logistics,2023-10-22,27,26,False,0,False,Passed Inspection,Delivered
PO56607,TRK-52609678,DHL Express,2024-02-05,31,49,True,18,False,Passed Inspection,Delivered
PO56608,TRK-64925287,Kuehne+Nagel,2025-01-02,24,33,True,9,False,Passed Inspection,Delivered
PO56609,TRK-89194662,FedEx Supply Chain,2024-07-19,7,7,False,0,False,Passed Inspection,Delivered
PO56610,TRK-93070751,Kuehne+Nagel,2024-06-29,21,19,False,0,False,Passed Inspection,Delivered
PO56611,TRK-14739167,DHL Express,2024-06-03,28,43,True,15,False,Passed Inspection,Delivered
PO56612,TRK-44861564,FedEx Supply Chain,2024-12-27,3,24,True,21,False,Passed Inspection,Delivered
PO56613,TRK-88594918,DHL Express,2025-02-01,8,15,True,7,False,Passed Inspection,Delivered
PO56614,TRK-32383620,DHL Express,2023-03-09,22,20,False,0,False,Passed Inspection,Delivered
PO56615,TRK-14875234,FedEx Supply Chain,2023-06-23,25,23,False,0,False,Passed Inspection,Delivered
PO56616,TRK-99106280,Maersk Line,2024-01-28,20,19,False,0,False,Passed Inspection,Delivered
PO56617,TRK-97623046,Kuehne+Nagel,2024-05-15,22,23,True,1,False,Passed Inspection,Delivered
PO56618,TRK-79641395,Blue Dart Cargo,2025-12-27,3,1,False,0,False,Passed Inspection,Delivered
PO56619,TRK-57716004,Maersk Line,2025-09-14,13,11,False,0,False,Passed Inspection,Delivered
PO56620,TRK-86916808,Maersk Line,2025-01-14,36,34,False,0,False,Passed Inspection,Delivered
PO56621,TRK-42884815,Kuehne+Nagel,2023-03-27,28,46,True,18,False,Passed Inspection,Delivered
PO56622,TRK-17368833,FedEx Supply Chain,2023-05-24,36,33,False,0,False,Passed Inspection,Delivered
PO56623,TRK-77297569,Blue Dart Cargo,2024-06-17,18,33,True,15,False,Passed Inspection,Delivered
PO56624,TRK-51202571,Kuehne+Nagel,2024-10-20,19,16,False,0,False,Passed Inspection,Delivered
PO56625,TRK-56403968,Kuehne+Nagel,2025-01-12,14,19,True,5,False,Passed Inspection,Delivered
PO56626,TRK-25381174,FedEx Supply Chain,2023-06-13,11,8,False,0,False,Passed Inspection,Delivered
PO56627,TRK-11439434,FedEx Supply Chain,2025-09-14,17,15,False,0,False,Passed Inspection,Delivered
PO56628,TRK-65147778,DB Schenker Logistics,2024-06-29,7,5,False,0,False,Passed Inspection,Delivered
PO56629,TRK-58616835,DHL Express,2024-11-28,37,47,True,10,False,Passed Inspection,Delivered
PO56630,TRK-17386081,FedEx Supply Chain,2023-03-05,23,20,False,0,False,Passed Inspection,Delivered
PO56631,TRK-47385305,Blue Dart Cargo,2025-08-07,27,47,True,20,False,Passed Inspection,Delivered
PO56632,TRK-72430127,Kuehne+Nagel,2024-08-31,15,14,False,0,False,Passed Inspection,Delivered
PO56633,TRK-74721576,DB Schenker Logistics,2023-10-07,23,36,True,13,False,Passed Inspection,Delivered
PO56634,TRK-24184450,DHL Express,2024-01-12,30,27,False,0,False,Passed Inspection,Delivered
PO56635,TRK-38789837,DB Schenker Logistics,2024-02-09,18,18,False,0,False,Passed Inspection,Delivered
PO56636,TRK-96351027,FedEx Supply Chain,2023-03-14,24,43,True,19,False,Passed Inspection,Delivered
PO56637,TRK-86307483,DB Schenker Logistics,2025-12-01,16,34,True,18,False,Passed Inspection,Delivered
